screen_name,statuses
phys_therapy,"['Jacksonville United States - Pediatric Orthopedic Surgeon - Surgical care is delivered at our partner Wolfson Child… https://t.co/iF0baaDOSS', 'Spring United States - Nurse Director Med/Surg - ... and #physical #therapy orthopedics outpatient testing wound ca… https://t.co/i4tGWfDjSY', 'Houston United States - Full Time Home Health RN Case Manager - $5K sign-on bonus! - Coordinate appropriate care en… https://t.co/gwcyu3f9Dl', 'Arlington TX USA - ABA Therapist- Entry Level - Psychology Special Education Elementary Education Applied Behavior… https://t.co/dGcDhgC11p', 'Arlington TX USA - Medical Front Desk Receptionist - Our thriving #physical #therapy needs an experienced Medical R… https://t.co/36UJq0m7uc', '- Therapist / #Physical Therapist #Job in Hicksville, New York / Home Health Care - Experienced Physical Therapist… https://t.co/KmsnE7ztQC', 'Hempstead United States - Rehabilitation #Physical #Therapy Assistant - The Physical Therapy Assistant is responsib… https://t.co/s6AiOrEM40', 'KY USA - Internal Medicine - Pediatric Physician MED-PED - Physicians Only Apply - Perm - ... and #physical and res… https://t.co/soEUbhLhu0', 'New York NY USA - #Physical Therapist - PT - Temp to Perm - Outpatient - NY,NY - Physical Therapist Temp to Perm NY… https://t.co/aC9vhUCD32', 'BAKERSFIELD USA - Rehab Therapy:#Physical Therapist,8H Days 7:00 AM-3:00 PM - Physical Therapist working 8H Days 70… https://t.co/QYXIqkEeuP']"
EyeLaserClinic,"['Refractive eye laser surgery has developed in leaps and bounds, and is safer, more stable and more predictable toda… https://t.co/IJgUdKN8Hn', 'The Cape Town Ophthalmologist is out! https://t.co/UGBnVEc3uD Stories via @RTikia @tostvnetwork #health #globalhealth', 'New study finds omega-3 fatty acid supplements ineffective in treating dry eye disease https://t.co/2jnLIH7KSX', 'Fish oil supplements ineffective against dry eye https://t.co/pY1VkgDLUc', 'Diabetic eye disease is a comprehensive term used to describe a group of eye problems that people with diabetes may… https://t.co/pepcEhvG7R', 'The Cape Town Ophthalmologist is out! https://t.co/lGaWtTh3cz Stories via @marymcnamara #healthcare #digitaltransformation', 'Eye Care Leaders Showcases Entire 2015-Certified Portfolio at ASCRS/ASOA 2018 https://t.co/HDxIGmNWGS https://t.co/KwZlY7FxZ9', 'Are you at risk for macular degeneration? https://t.co/fjkFvBNsTW https://t.co/fpZWImUd49', '#thegiftofsight contact us for more information on 021 910-0300 @EyeLaserClinic https://t.co/V5C184FCte', 'The Cape Town Ophthalmologist is out! https://t.co/kxrfXzGQy1 Stories via @DrNancyM_CDC @HealthFeedHome @marison459 #ehbs #mssny']"
DrKimbleCater,"['Text Neck is something we are hearing about more often in this screen popular era. https://t.co/QrLcy4c3lN', 'Nice article on headaches. https://t.co/2s7oli9RE6', 'We have been encouraging our patients to ""keep it moving"" from day one. https://t.co/Hk5pelLho3', 'Again, more research showing the benefits of chiropractic care. https://t.co/wrLyaDxu7d', 'Good info on chiropractic. https://t.co/x6NP3qFltu', 'Good article on the cost effectiveness of chiropractic care. https://t.co/HSgADd2Wak', 'Give chiropractic a try for headaches and you may be pleasantly surprised. https://t.co/NHOTlNc8dv', 'We treat and help patients with headaches on nearly a daily basis. https://t.co/mOMb5zUNaW', ""Train you kids now.  Some will listen and some won't. https://t.co/u9qQX7NHr0"", 'One of the most common reasons why people seek care from doctors. Low back pain. https://t.co/xyQXEIKgmI']"
drjameskojian,"['Trying to stay in Ketosis? Seriously craving some bread? You’re not alone. \n\nCheck out this simple 4-ingredient rec… https://t.co/eFiD0K5Nxt', '#Juicing can provide you with the right vegetable and fruit mix to help battle skin conditions like #Acne, Dry Skin… https://t.co/WBh1BnUW27', '11 Sugary Drinks That Are Racking Up Your Calories - https://t.co/2zWMmTMSoA #nutrition', '10 Instagram #Fitness Models That Will Inspire You to Get Into Shape https://t.co/SP8nHjZ4ca', '11 Healthier Alternatives to Your Favorite Winter #ComfortFood https://t.co/CzUSXLA0Kx #nutrition', ""Building your abs, doubling your happiness? Here's even more reasons to go #hiking once a week:… https://t.co/CcWGvkuDjY"", 'Are you fully prepared to be fit though? https://t.co/rbpxd6tJ7o #ShesTough #fitness @latoyaforever https://t.co/gbxwNQMTLw', 'Healthy Eating Tips to Live Longer and Lose Weight\nhttps://t.co/chvP9AnTOX', 'Have you had issues with ankle sprains? Wouldn’t it be great to have more confidence? Wake up your sleepy feet and… https://t.co/0AgmCao98h', 'The Best Diet for a Long Life, According to Science \nhttps://t.co/x4MQZqxrw8']"
fadamsmd,"['@danielalamasmd I was very moved by your book so it was a great pleasure to talk with you. I hope we get the chance to do it again.', 'Dr. Ann Hohenhaus joins me at 7AM &amp; 4PM on SiriusXM 110 877-698-3627', 'Going on the air at 6AM &amp; 4PM SiriusXM 110 for our Pets &amp; Heath Show: Science prefers dogs? Dogs in class; our VET on Call; 877-698-3627', '3/27 Dr Radio SiriusXM 110 6AM &amp; 4PM Harmonicas for #COPD, Water contamination, Inhaled steroids in childhood asthma 877-698-3627', '3/20 Dr Radio SiriusXM 110 6AM &amp; 4PM Pulmonary Fibrosis &amp; Dentistry, COPD &amp; Rural Workers, ID specialists improve s… https://t.co/zbqBuHO3Qk', '3/6 Dr Radio SiriusXM 110 6AM &amp; 4PM Pets &amp; Health: Therapy dogs in the ICU; Service dogs for Vets with PTSD;Our Vet on call 877-698-3627', '2/27 Dr Radio SiriusXM 110 6AM &amp; 4PM Black Lung Disease; Cleaning Agents &amp; Lung Decline; Sleep Apnea call 877-698-3627', '2/20 Dr Radio SiriusXM 110 6AM &amp; 4PM #Heart attacks after #influenza; Exercise and #cysticfibrosis; #pediatric pulmonology Call 877-698-3627', '2/13 Dr Radio SiriusXM 110 6AM &amp; 4PM #opioid addiction and chest surgery; death from occupational #asthma &amp; #telemedicine  877-698-3627']"
savannah_lynn21,"['this was the one of the worst and best nights of my life https://t.co/VDfMqSiJNf', 'happy birthday lovely so of course i had to post pictures from florida last year because i cant wait for our vacati… https://t.co/oDMlFjvL9I', 'i ask you to come stay, i ask if you wanna come over and study and you’ll ask me to stay at your house or just say… https://t.co/XdxGugmGye', '@MorganHeck don’t be proud 😂', '@MorganHeck never have i ever called you honey or sweetie. well maybe honey when you’re acting like a bubby 😂', '@brookeclear1226 if you hunt eggs next year i will.. we can hunt for zaine and storm since they thing they are to cool', '@MorganHeck we must be guys https://t.co/3mxepr5bc2', 'fuck brooke this is why we can’t do nice things https://t.co/VZUSiWjXbI', '@HRiddlee thank you love ❤️❤️']"
navyblueskies,"['@cameron_kasky @davidhogg111 ICYMI https://t.co/x0pmLzNsHM', '@priaribi Here’s the full unedited version ICYMI. Looking forward to your comments in tomorrow’s newsletter. https://t.co/kd5Cf6zW2i', '@TVietor08 @jonfavs Here’s the transcript.  I’m following along while watching. https://t.co/VqdU90t7WL', '@priaribi Here’s the transcript.  I’m following along while watching. https://t.co/VqdU90t7WL', 'https://t.co/TCDMZR1U8z']"
thegeekinside71,"[""🎵I am not afraid to keep on living\nI am not afraid to walk this world alone\nHoney, if you stay\nI'll be forgiven\nNot… https://t.co/ISx06jdsQf"", '#morningcoffee #coffee #coffeefix #coffeetime #coffeeislife #fortheloveofcoffee #myprecious #coffeecup my cold is f… https://t.co/eJIE7CDQMN', '🎵Our road is free\nCharging to the top\nAnd never give in never stops the way to be\nHold on to the lead with all your… https://t.co/Wh4QWoVKZI', ""Yep, that's right! #VegasBorn #hockey #NHLPlayoffs #Fluery https://t.co/IJ9vUd7dU4"", ""🎵No more lonely nights (Never be another) No more lonely nights You're my guiding light Day or night I'm always the… https://t.co/6HibD6vuTs"", '🎵When I became of age my mama sat me down\nSaid ""Son, you\'re growin\' up, it\'s time you look around""\nSo I began to no… https://t.co/V7qzKuWktg', ""🎵Layin' on my back\nIn the newly mown grass\nRain is coming down\nBut I know the clouds will pass\nYou bring me tea\nSay… https://t.co/RNJRzPfObT"", 'Challaxing with the sweat aroma of Black Berry and Vanilla. #relaxing #reading #innerpeace #meditationmusic… https://t.co/aBaexGODkR', 'https://t.co/mscf99HwkD RIP Dr Elias Huer. #buckrogers 😞', 'Just a little Oasis instrumental. 🎵🎧🎸#musiclyrics #NowListening #myplaylist #NowPlaying #Oasis https://t.co/UjYzyeI735']"
savannah_lynn21,"['this was the one of the worst and best nights of my life https://t.co/VDfMqSiJNf', 'happy birthday lovely so of course i had to post pictures from florida last year because i cant wait for our vacati… https://t.co/oDMlFjvL9I', 'i ask you to come stay, i ask if you wanna come over and study and you’ll ask me to stay at your house or just say… https://t.co/XdxGugmGye', '@MorganHeck don’t be proud 😂', '@MorganHeck never have i ever called you honey or sweetie. well maybe honey when you’re acting like a bubby 😂', '@brookeclear1226 if you hunt eggs next year i will.. we can hunt for zaine and storm since they thing they are to cool', '@MorganHeck we must be guys https://t.co/3mxepr5bc2', 'fuck brooke this is why we can’t do nice things https://t.co/VZUSiWjXbI', '@HRiddlee thank you love ❤️❤️']"
DASON_duke,"['Novel and standard metrics with real-time data visualization. Expert  consultations from a Duke pharmacist. Online… https://t.co/5gXRDnFnMp', 'We offer global #healthcare education in antimicrobial stewardship and infection prevention #globalhealth… https://t.co/5Afgy7ByH0', 'How @CDCgov is combating #AntibioticResistance #IStopSuperbugs https://t.co/xCgQNYCxJ2', 'The @CDC_NCEZID plays an important role in setting standards for how we address antimicrobial resistance. Here are… https://t.co/ay7wEIGcoO', 'How can we improve to work we do to stop superbugs? Here\'s a great read from @CDC_NCEZID \'s Arjun Srinivasan, ""Anti… https://t.co/esjUHn2VcX']"
annachernob,"['@jm_mcgrath @TheAgenda He’ll spread his assets to friends, family members, numbered companies and show $40K income. easy peasy.', 'For God’s sake! https://t.co/Q9MeNIS6DU', 'Skyrim SE is $24.99 on PS4 till April 24th. This should be free for people who bought it for other platforms. Serio… https://t.co/QJZRRXva6e']"
Renal_Bio,"['AbbVie in $22bn wipeout after cancer drug results - Pharma groups shares fall by 11 per cent after lung cancer drug… https://t.co/0jb86yAKwF', 'Society for Immunotherapy of Cancer Announces 2018 Recipient of the Richard V. Smalley MD Memorial Award and Lectur… https://t.co/bFFqXUkOTN', '20152023 World Cell Culture Products Market Research Report by Product Type EndUser Application and Regions Countri… https://t.co/zVJI0l0KLR', 'Medical Affairs Reputations NonSmall Cell Lung Carcinoma US 2018 Report Updated 01022018 Prices from USD $6365 - Cl… https://t.co/nZ74GpQvEX', 'NovoCure Ltd NVCR Financial and Strategic SWOT Analysis Review Report Updated 09032018 Prices from USD $300 - Summa… https://t.co/e3D6nrToal', 'Mologen AG MGN Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 13032018 Prices from USD $250… https://t.co/G6DGLb61WZ', 'BioLamina AB Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 27022018 Prices from USD $250 -… https://t.co/HBdexSkd3d', 'Third Rock Ventures Launches Rheos Medicines with $60 Million in Series A Funding to Harness Immunometabolism to De… https://t.co/bY8K7uLETC', 'Masthercell SA Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 13032018 Prices from USD $250… https://t.co/KpRDlGkcqb', ""Colorectal Cancer CRC Epidemiology Forecast to 2027 Report Updated 14022018 Prices from USD $3250 - DelveInsight's… https://t.co/GWPUYqL8qs""]"
Renal_Bio,"['AbbVie in $22bn wipeout after cancer drug results - Pharma groups shares fall by 11 per cent after lung cancer drug… https://t.co/0jb86yAKwF', 'Society for Immunotherapy of Cancer Announces 2018 Recipient of the Richard V. Smalley MD Memorial Award and Lectur… https://t.co/bFFqXUkOTN', '20152023 World Cell Culture Products Market Research Report by Product Type EndUser Application and Regions Countri… https://t.co/zVJI0l0KLR', 'Medical Affairs Reputations NonSmall Cell Lung Carcinoma US 2018 Report Updated 01022018 Prices from USD $6365 - Cl… https://t.co/nZ74GpQvEX', 'NovoCure Ltd NVCR Financial and Strategic SWOT Analysis Review Report Updated 09032018 Prices from USD $300 - Summa… https://t.co/e3D6nrToal', 'Mologen AG MGN Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 13032018 Prices from USD $250… https://t.co/G6DGLb61WZ', 'BioLamina AB Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 27022018 Prices from USD $250 -… https://t.co/HBdexSkd3d', 'Third Rock Ventures Launches Rheos Medicines with $60 Million in Series A Funding to Harness Immunometabolism to De… https://t.co/bY8K7uLETC', 'Masthercell SA Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 13032018 Prices from USD $250… https://t.co/KpRDlGkcqb', ""Colorectal Cancer CRC Epidemiology Forecast to 2027 Report Updated 14022018 Prices from USD $3250 - DelveInsight's… https://t.co/GWPUYqL8qs""]"
Renal_Bio,"['AbbVie in $22bn wipeout after cancer drug results - Pharma groups shares fall by 11 per cent after lung cancer drug… https://t.co/0jb86yAKwF', 'Society for Immunotherapy of Cancer Announces 2018 Recipient of the Richard V. Smalley MD Memorial Award and Lectur… https://t.co/bFFqXUkOTN', '20152023 World Cell Culture Products Market Research Report by Product Type EndUser Application and Regions Countri… https://t.co/zVJI0l0KLR', 'Medical Affairs Reputations NonSmall Cell Lung Carcinoma US 2018 Report Updated 01022018 Prices from USD $6365 - Cl… https://t.co/nZ74GpQvEX', 'NovoCure Ltd NVCR Financial and Strategic SWOT Analysis Review Report Updated 09032018 Prices from USD $300 - Summa… https://t.co/e3D6nrToal', 'Mologen AG MGN Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 13032018 Prices from USD $250… https://t.co/G6DGLb61WZ', 'BioLamina AB Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 27022018 Prices from USD $250 -… https://t.co/HBdexSkd3d', 'Third Rock Ventures Launches Rheos Medicines with $60 Million in Series A Funding to Harness Immunometabolism to De… https://t.co/bY8K7uLETC', 'Masthercell SA Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 13032018 Prices from USD $250… https://t.co/KpRDlGkcqb', ""Colorectal Cancer CRC Epidemiology Forecast to 2027 Report Updated 14022018 Prices from USD $3250 - DelveInsight's… https://t.co/GWPUYqL8qs""]"
shinovation,"['Talk about embracing disruptive innovation! #ikea https://t.co/djWa1qgvHE', 'One of the most important articles so far in 2018. #stemthetide #TurnTheTide #opioidcrisis #OpioidEpidemic https://t.co/GJ5q38hUJF', 'Every time @matthewjdowd is on on the @ThisWeekABC roundtable, it’s like a huge breath of fresh air. The new roundt… https://t.co/hZxgAc5TaZ', 'So true @NotesOnNursing. It’s way past time that clinical trials represent  more diversity in general, spanning age… https://t.co/4hnuJhMqWB', 'Who are these people?! https://t.co/zn1FJEANC5', 'Our @HRETtweets @ahahealthforum Innovation 90 Bootcamp is disrupting the innovation marketplace. Our mission is to… https://t.co/hgUia9p41u', 'love this @healthinthehmmr ! https://t.co/OUkjycn92G', 'Go Kristina! https://t.co/DyGgsSKJuZ']"
AriCuperfain,"[""Alzheimer's: Scientists find the cause of evening agitation https://t.co/vHRqh5U2VD looking at how circadian rhythm… https://t.co/58BtA7GVG8"", 'Medically assisted death allows couple married almost 73 years to die together https://t.co/8ktI3kqQ0z', 'The onset of Alzheimer’s disease: the importance of family history https://t.co/YjSTT1ruvf', ""New Blood Test For Alzheimer's Is So Precise It Could Predict It 30 Years Ahead https://t.co/7w3WdWgIPZ https://t.co/4suzKZThtX"", '#BellLetsTaIk https://t.co/OBcdSCHaWD']"
DontStopBLevine,['@lakeithlakeith Was the Polaroid scene a shoutout to “Get Out” or just another creepy moment in that ep? @donaldglover']
IVDiagnostics,"['#diagnostics Livzon Pharmaceutical Group Inc 000513 Financial and Strategic SWOT Analysis Review Report Updated 090… https://t.co/PokJyG5ucJ', '#diagnostics Origenis Appoints Dr. Peter SeuferWasserthal as Chief Business Officer - Origenis GmbH a German biotec… https://t.co/oj2ayuYkQC', '#diagnostics Optical Pulse Sensor Market Increasing Popularity of Diagnostic Wearable Devices Drives Growth Technav… https://t.co/5kHiwWs5n1', '#diagnostics Global Copromotion and Comarketing Partnering Terms and Agreements in Pharma Biotech Diagnostics 20122… https://t.co/ckiZh867vR', '#diagnostics MorphoSys AG MOR Financial and Strategic SWOT Analysis Review Report Updated 09032018 Prices from USD… https://t.co/IZ8ytyVdtk', '#diagnostics Seegene Inc 096530 Financial and Strategic SWOT Analysis Review Report Updated 09032018 Prices from US… https://t.co/rgjttxHynN', '#diagnostics PolyplusTransfection SA Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 15032018… https://t.co/9THEYtcJEl', '#diagnostics Ultivue Inc Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 15032018 Prices from… https://t.co/thBKKMOOLM', '#IVD Transvaginal Ultrasonography Guided Embryo Transfer - to evaluate the value of using transvaginal ultrasound g… https://t.co/cTKC0or4nD', '#diagnostics Charm Sciences Announces New NCIMS Approval to Protect the Nations Milk - Charm ROSA SULF Provides Tes… https://t.co/3wJHdCXfCI']"
